,user_id,timestamp,location
30,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:02+00:00,POINT (-122.084 37.4219983333333)
31,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:43+00:00,POINT (-122.084 37.4219983)
32,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:15+00:00,POINT (-122.084 37.4219983333333)
33,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:37+00:00,POINT (-122.084 37.4219983)
34,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:16+00:00,POINT (-122.084 37.4219983)
35,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:39+00:00,POINT (-122.084 37.4219983333333)
36,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:55+00:00,POINT (-122.084 37.4219983333333)
37,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:47+00:00,POINT (-122.084 37.4219983)
38,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:14+00:00,POINT (-122.084 37.4219983333333)
39,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:07+00:00,POINT (-122.084 37.4219983)
40,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:18+00:00,POINT (-122.084 37.4219983)
41,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:23+00:00,POINT (-122.084 37.4219983)
42,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:53+00:00,POINT (-122.084 37.4219983333333)
43,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:01+00:00,POINT (-122.084 37.4219983)
44,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:55+00:00,POINT (-122.084 37.4219983333333)
45,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:25+00:00,POINT (-122.084 37.4219983)
46,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:04+00:00,POINT (-122.084 37.4219983)
47,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:27+00:00,POINT (-122.0840356 37.4220065)
48,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:37+00:00,POINT (-122.084 37.4219983)
49,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:06+00:00,POINT (-122.084 37.4219983)
50,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:07+00:00,POINT (-122.084 37.4219983)
51,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:08+00:00,POINT (-122.084 37.4219983333333)
52,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:48+00:00,POINT (-122.084 37.4219983333333)
53,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:10+00:00,POINT (-122.084 37.4219983)
54,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:34+00:00,POINT (-122.084 37.4219983333333)
55,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:41+00:00,POINT (-122.084 37.4219983)
56,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:12+00:00,POINT (-122.084 37.4219983333333)
57,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:36+00:00,POINT (-122.084 37.4219983333333)
58,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:42+00:00,POINT (-122.084 37.4219983333333)
59,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:14+00:00,POINT (-122.084 37.4219983333333)
60,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:44+00:00,POINT (-122.084 37.4219983)
61,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:16+00:00,POINT (-122.084 37.4219983333333)
62,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:04+00:00,POINT (-122.084 37.4219983333333)
63,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:42+00:00,POINT (-122.084 37.4219983)
64,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:42+00:00,POINT (-122.084 37.4219983)
65,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:50+00:00,POINT (-122.084 37.4219983333333)
66,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:43+00:00,POINT (-122.084 37.4219983)
67,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:53+00:00,POINT (-122.084 37.4219983)
68,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:55+00:00,POINT (-122.084 37.4219983)
69,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:15+00:00,POINT (-122.084 37.4219983333333)
70,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:49+00:00,POINT (-122.084 37.4219983333333)
71,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:48+00:00,POINT (-122.084 37.4219983333333)
72,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:12+00:00,POINT (-122.084 37.4219983)
73,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:03+00:00,POINT (-122.084 37.4219983333333)
74,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:45+00:00,POINT (-122.084 37.4219983333333)
75,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:51+00:00,POINT (-122.084 37.4219983)
76,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:16+00:00,POINT (-122.084 37.4219983)
77,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:52:11+00:00,POINT (-122.084 37.4219983333333)
78,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:53+00:00,POINT (-122.084 37.4219983333333)
79,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:22+00:00,POINT (-122.084 37.4219983333333)
80,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:19+00:00,POINT (-122.084 37.4219983)
81,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:56+00:00,POINT (-122.084 37.4219983)
82,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 23:01:22+00:00,POINT (-122.084 37.4219983)
83,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:36:58+00:00,POINT (-122.084 37.4219983)
84,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:32+00:00,POINT (-122.084 37.4219983333333)
85,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:57:23+00:00,POINT (-122.084 37.4219983333333)
86,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:58+00:00,POINT (-122.084 37.4219983333333)
87,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:04+00:00,POINT (-122.0840356 37.4220065)
88,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:00+00:00,POINT (-122.084 37.4219983)
89,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:06+00:00,POINT (-122.084 37.4219983333333)
90,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:02+00:00,POINT (-122.084 37.4219983333333)
91,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:03+00:00,POINT (-122.084 37.4219983333333)
92,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:03+00:00,POINT (-122.0840356 37.4220065)
93,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:27+00:00,POINT (-122.0840356 37.4220065)
94,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:41+00:00,POINT (-122.084 37.4219983333333)
95,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:04+00:00,POINT (-122.084 37.4219983333333)
96,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:37+00:00,POINT (-122.084 37.4219983333333)
97,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:03+00:00,POINT (-122.084 37.4219983)
98,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:09+00:00,POINT (-122.084 37.4219983333333)
99,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:44+00:00,POINT (-122.084 37.4219983)
100,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:11+00:00,POINT (-122.084 37.4219983333333)
101,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:45+00:00,POINT (-122.084 37.4219983333333)
102,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:47+00:00,POINT (-122.084 37.4219983)
103,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:48+00:00,POINT (-122.084 37.4219983)
104,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:28+00:00,POINT (-122.084 37.4219983)
105,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:31+00:00,POINT (-122.084 37.4219983)
106,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:05+00:00,POINT (-122.084 37.4219983333333)
107,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:50+00:00,POINT (-122.084 37.4219983333333)
108,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:10+00:00,POINT (-122.084 37.4219983333333)
109,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:53+00:00,POINT (-122.0840356 37.4220065)
110,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:28+00:00,POINT (-122.084 37.4219983333333)
111,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:08+00:00,POINT (-122.084 37.4219983333333)
112,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:40:56+00:00,POINT (-122.084 37.4219983)
113,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:50:57+00:00,POINT (-122.084 37.4219983)
114,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:28+00:00,POINT (-122.084 37.4219983333333)
115,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:36+00:00,POINT (-122.084 37.4219983)
116,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:01+00:00,POINT (-122.084 37.4219983333333)
117,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:02+00:00,POINT (-122.084 37.4219983)
118,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:03+00:00,POINT (-122.084 37.4219983)
119,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:15+00:00,POINT (-122.084 37.4219983333333)
120,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:41:03+00:00,POINT (-122.084 37.4219983333333)
121,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:05+00:00,POINT (-122.084 37.4219983333333)
122,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:23+00:00,POINT (-122.084 37.4219983)
123,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:12+00:00,POINT (-122.084 37.4219983333333)
124,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:08+00:00,POINT (-122.084 37.4219983333333)
125,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:09+00:00,POINT (-122.084 37.4219983333333)
126,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:10+00:00,POINT (-122.084 37.4219983333333)
127,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:04:44+00:00,POINT (-122.084 37.4219983333333)
128,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:54:21+00:00,POINT (-122.084 37.4219983)
129,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:13+00:00,POINT (-122.084 37.4219983333333)
130,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:51:14+00:00,POINT (-122.084 37.4219983)
131,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:52:36+00:00,POINT (-122.084 37.4219983)
132,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:54:23+00:00,POINT (-122.084 37.4219983)
133,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:20+00:00,POINT (-122.084 37.4219983)
134,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:14+00:00,POINT (-122.084 37.4219983)
135,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:00+00:00,POINT (-122.084 37.4219983333333)
136,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:02+00:00,POINT (-122.084 37.4219983333333)
137,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:26+00:00,POINT (-122.084 37.4219983333333)
138,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:15+00:00,POINT (-122.084 37.4219983333333)
139,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:15+00:00,POINT (-122.084 37.4219983333333)
140,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:17+00:00,POINT (-122.084 37.4219983)
141,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:16:16+00:00,POINT (-122.084 37.4219983)
142,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:18+00:00,POINT (-122.084 37.4219983)
143,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:08+00:00,POINT (-122.084 37.4219983333333)
144,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:25+00:00,POINT (-122.084 37.4219983333333)
145,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:41:29+00:00,POINT (-122.084 37.4219983333333)
146,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:10+00:00,POINT (-122.084 37.4219983333333)
147,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:41:30+00:00,POINT (-122.084 37.4219983)
148,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 23:05:22+00:00,POINT (-122.084 37.4219983333333)
149,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:29+00:00,POINT (-122.084 37.4219983333333)
150,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:19+00:00,POINT (-122.084 37.4219983)
151,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:21+00:00,POINT (-122.084 37.4219983333333)
152,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:23+00:00,POINT (-122.084 37.4219983333333)
153,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:30+00:00,POINT (-122.084 37.4219983333333)
154,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 23:05:31+00:00,POINT (-122.084 37.4219983)
155,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 23:01:28+00:00,POINT (-122.084 37.4219983333333)
156,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:28+00:00,POINT (-122.084 37.4219983333333)
157,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:39+00:00,POINT (-122.084 37.4219983)
158,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:34+00:00,POINT (-122.084 37.4219983333333)
159,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 18:54:36+00:00,POINT (-122.0840356 37.4220065)
160,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:35+00:00,POINT (-122.084 37.4219983333333)
161,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:36+00:00,POINT (-122.084 37.4219983333333)
162,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:53:50+00:00,POINT (-122.084 37.4219983333333)
163,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 16:15:37+00:00,POINT (-122.084 37.4219983333333)
164,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:37+00:00,POINT (-122.084 37.4219983333333)
165,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:41:38+00:00,POINT (-122.084 37.4219983333333)
166,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:00+00:00,POINT (-122.084 37.4219983333333)
167,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 23:11:22+00:00,POINT (-122.084 37.4219983333333)
168,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:57:25+00:00,POINT (-122.084 37.4219983333333)
169,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:26+00:00,POINT (-122.084 37.4219983333333)
170,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:12+00:00,POINT (-122.084 37.4219983333333)
171,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:13+00:00,POINT (-122.084 37.4219983)
172,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:06+00:00,POINT (-122.084 37.4219983333333)
173,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:07+00:00,POINT (-122.084 37.4219983333333)
174,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:14+00:00,POINT (-122.084 37.4219983)
175,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:15+00:00,POINT (-122.084 37.4219983333333)
176,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:48:51+00:00,POINT (-122.084 37.4219983333333)
177,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:17+00:00,POINT (-122.084 37.4219983333333)
178,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:43:21+00:00,POINT (-122.084 37.4219983333333)
179,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:20+00:00,POINT (-122.084 37.4219983333333)
180,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:21+00:00,POINT (-122.084 37.4219983333333)
181,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:16+00:00,POINT (-122.084 37.4219983)
182,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:16+00:00,POINT (-122.084 37.4219983)
183,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:17+00:00,POINT (-122.084 37.4219983)
184,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:51+00:00,POINT (-122.084 37.4219983333333)
185,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:18+00:00,POINT (-122.084 37.4219983333333)
186,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:19+00:00,POINT (-122.084 37.4219983333333)
187,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 05:37:21+00:00,POINT (-122.084 37.4219983333333)
188,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:20+00:00,POINT (-122.084 37.4219983)
189,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:21+00:00,POINT (-122.084 37.4219983)
190,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:50:24+00:00,POINT (-122.084 37.4219983333333)
191,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:23:40+00:00,POINT (-122.084 37.4219983)
192,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:24:57+00:00,POINT (-122.084 37.4219983333333)
193,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:24:58+00:00,POINT (-122.084 37.4219983)
194,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:23+00:00,POINT (-122.084 37.4219983)
195,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:26+00:00,POINT (-122.084 37.4219983)
196,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:02+00:00,POINT (-122.084 37.4219983)
197,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:27+00:00,POINT (-122.084 37.4219983)
198,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:52+00:00,POINT (-122.084 37.4219983333333)
199,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:28+00:00,POINT (-122.084 37.4219983)
200,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:04+00:00,POINT (-122.0840356 37.4220065)
201,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:25:00+00:00,POINT (-122.084 37.4219983333333)
202,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:30+00:00,POINT (-122.084 37.4219983333333)
203,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:05+00:00,POINT (-122.084 37.4219983)
204,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:06+00:00,POINT (-122.084 37.4219983333333)
205,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:27+00:00,POINT (-122.084 37.4219983333333)
206,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:33+00:00,POINT (-122.084 37.4219983333333)
207,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:09+00:00,POINT (-122.084 37.4219983333333)
208,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 17:25:02+00:00,POINT (-122.084 37.4219983333333)
209,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:35+00:00,POINT (-122.084 37.4219983333333)
210,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:49:10+00:00,POINT (-122.084 37.4219983)
211,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:51:55+00:00,POINT (-122.084 37.4219983333333)
212,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:37+00:00,POINT (-122.084 37.4219983333333)
213,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 15:55:30+00:00,POINT (-122.084 37.4219983333333)
214,ox9mX3e5ttNkJ1Latl2fDpH8rvG2,2022-03-07 22:54:28+00:00,POINT (-122.084 37.4219983)
215,qSJiVSkPFXNCZNSRV4bBDe4Xdxy1,2022-03-07 14:47:39+00:00,POINT (-122.084 37.4219983333333)
